,Unnamed: 0,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop,Zone Type,Green Zone,Solution,Energy consumed,Remaining charge %,Green kms,CO2 emissions
0,0,"(41.39431050070284, 2.2012141504368583)","(41.39617172257259, 2.1987941855791235)",36.6,289.0,7.896174863387978,4.1589999198913565,3.6480000019073486,-0.0017681658061729998,-0.176816580617304,-0.0017681639635058,1,0,0,0,1,0.46932364618282135,8.559845480848946,0.289,0.0
1,1,"(41.39617172257259, 2.1987941855791235)","(41.39869806268313, 2.1954295601735576)",40.8,397.1,9.732843137254905,3.6480000019073486,3.763000011444092,0.0002895996210947,0.0289599621094795,0.0002895996129987,1,0,0,0,1,0.7568612549342588,8.021121919001393,0.3971,0.0
2,2,"(41.39869806268313, 2.1954295601735576)","(41.40132332124267, 2.191976078470059)",44.1,410.1,9.299319727891156,3.763000011444092,5.195000171661377,0.0034918316513467,0.3491831651346708,0.0034918174596127,1,0,0,0,0,0.0765588150944841,8.138522536760961,0.025,0.2802614717771265
3,3,"(41.40132332124267, 2.191976078470059)","(41.40313768915645, 2.189593386507206)",27.2,283.2,10.411764705882351,5.195000171661377,8.817000389099121,0.0127895487903875,1.2789548790387515,0.0127888515190806,1,0,0,0,0,0.08421944854247601,8.341971228149516,0.025,0.29390648599675007
4,4,"(41.40313768915645, 2.189593386507206)","(41.404852192547715, 2.187279816091337)",53.6,271.2,5.059701492537314,8.817000389099121,12.609999656677244,0.0139859854999193,1.3985985499919342,0.0139850736843584,1,0,1,0,1,0.6565955695464091,7.744574039447451,0.2712,0.0
5,5,"(41.404852192547715, 2.187279816091337)","(41.40660998338062, 2.185030300125279)",42.9,270.9,6.314685314685314,12.609999656677244,17.884000778198242,0.0194684426781875,1.9468442678187508,0.0194659835926519,1,0,0,0,0,0.08971917580207367,7.760858309561576,0.025,0.26641302344008594
6,6,"(41.40660998338062, 2.185030300125279)","(41.408977537348235, 2.1819044929588944)",53.4,370.6,6.940074906367043,17.884000778198242,26.131999969482425,0.0222557992209502,2.2255799220950294,0.0222521257273558,1,0,0,0,0,0.09201329385343332,7.804454933476273,0.025,0.40264187912102695
7,7,"(41.408977537348235, 2.1819044929588944)","(41.410808806938846, 2.179503223674564)",41.1,285.6,6.948905109489052,26.131999969482425,35.78200149536133,0.0337885207488757,3.378852074887572,0.0337756711689062,1,0,0,0,0,0.10149581454868478,7.852792817738596,0.025,0.38951184695839336
8,8,"(41.410808806938846, 2.179503223674564)","(41.41266928110519, 2.177060143119943)",41.9,290.7,6.937947494033412,35.78200149536133,50.62900161743164,0.0510732718337472,5.1073271833747205,0.0510289333527106,1,0,0,0,0,0.11566874507504105,7.908217167264097,0.025,0.5213811777972694
9,9,"(41.41266928110519, 2.177060143119943)","(41.411504155337994, 2.173991929606326)",38.9,360.2,9.259640102827763,50.62900161743164,54.75500106811523,0.0114547458375446,1.145474583754468,0.011454244879991998,1,0,1,0,1,0.9251230427360468,7.1941124525032025,0.36019999999999996,0.0
